# combat-dense level-1 script: transform-or-bust
300,y,1
310,y,0
420,start,1
430,start,0
600,right,1
700,right,0
706,a,1
712,a,0
728,a,1
734,a,0
750,a,1
756,a,0
772,a,1
778,a,0
794,a,1
800,a,0
816,a,1
822,a,0
838,a,1
844,a,0
856,right,1
880,a,1
886,a,0
910,a,1
916,a,0
940,a,1
946,a,0
970,a,1
976,a,0
1000,a,1
1006,a,0
1030,a,1
1036,a,0
1060,right,0
1066,a,1
1072,a,0
1088,a,1
1094,a,0
1110,a,1
1116,a,0
1132,a,1
1138,a,0
1154,a,1
1160,a,0
1176,a,1
1182,a,0
1198,a,1
1204,a,0
1216,right,1
1240,a,1
1246,a,0
1270,a,1
1276,a,0
1300,a,1
1306,a,0
1330,a,1
1336,a,0
1360,a,1
1366,a,0
1390,a,1
1396,a,0
1420,right,0
1426,a,1
1432,a,0
1448,a,1
1454,a,0
1470,a,1
1476,a,0
1492,a,1
1498,a,0
1514,a,1
1520,a,0
1536,a,1
1542,a,0
1558,a,1
1564,a,0
1576,right,1
1600,a,1
1606,a,0
1630,a,1
1636,a,0
1660,a,1
1666,a,0
1690,a,1
1696,a,0
1720,a,1
1726,a,0
1750,a,1
1756,a,0
1780,right,0
1786,a,1
1792,a,0
1808,a,1
1814,a,0
1830,a,1
1836,a,0
1852,a,1
1858,a,0
1874,a,1
1880,a,0
1896,a,1
1902,a,0
1918,a,1
1924,a,0
1936,right,1
1960,a,1
1966,a,0
1990,a,1
1996,a,0
2020,a,1
2026,a,0
2050,a,1
2056,a,0
2080,a,1
2086,a,0
2110,a,1
2116,a,0
2140,right,0
2146,a,1
2152,a,0
2168,a,1
2174,a,0
2190,a,1
2196,a,0
2212,a,1
2218,a,0
2234,a,1
2240,a,0
2256,a,1
2262,a,0
2278,a,1
2284,a,0
2296,right,1
2320,a,1
2326,a,0
2350,a,1
2356,a,0
2380,a,1
2386,a,0
2410,a,1
2416,a,0
2440,a,1
2446,a,0
2470,a,1
2476,a,0
2500,right,0
2506,a,1
2512,a,0
2528,a,1
2534,a,0
2550,a,1
2556,a,0
2572,a,1
2578,a,0
2594,a,1
2600,a,0
2616,a,1
2622,a,0
2638,a,1
2644,a,0
2656,right,1
2680,a,1
2686,a,0
2710,a,1
2716,a,0
2740,a,1
2746,a,0
2770,a,1
2776,a,0
2800,a,1
2806,a,0
2830,a,1
2836,a,0
2860,right,0
2866,a,1
2872,a,0
2888,a,1
2894,a,0
2910,a,1
2916,a,0
2932,a,1
2938,a,0
2954,a,1
2960,a,0
2976,a,1
2982,a,0
2998,a,1
3004,a,0
3016,right,1
3040,a,1
3046,a,0
3070,a,1
3076,a,0
3100,a,1
3106,a,0
3130,a,1
3136,a,0
3160,a,1
3166,a,0
3190,a,1
3196,a,0
3220,right,0
3226,a,1
3232,a,0
3248,a,1
3254,a,0
3270,a,1
3276,a,0
3292,a,1
3298,a,0
3314,a,1
3320,a,0
3336,a,1
3342,a,0
3358,a,1
3364,a,0
3376,right,1
3400,a,1
3406,a,0
3430,a,1
3436,a,0
3460,a,1
3466,a,0
3490,a,1
3496,a,0
3520,a,1
3526,a,0
3550,a,1
3556,a,0
3580,right,0
3586,a,1
3592,a,0
3608,a,1
3614,a,0
3630,a,1
3636,a,0
3652,a,1
3658,a,0
3674,a,1
3680,a,0
3696,a,1
3702,a,0
3718,a,1
3724,a,0
3736,right,1
3760,a,1
3766,a,0
3790,a,1
3796,a,0
3820,a,1
3826,a,0
3850,a,1
3856,a,0
3880,a,1
3886,a,0
3910,a,1
3916,a,0
3940,right,0
3946,a,1
3952,a,0
3968,a,1
3974,a,0
3990,a,1
3996,a,0
4012,a,1
4018,a,0
4034,a,1
4040,a,0
4056,a,1
4062,a,0
4078,a,1
4084,a,0
4096,right,1
4120,a,1
4126,a,0
4150,a,1
4156,a,0
4180,a,1
4186,a,0
4210,a,1
4216,a,0
4240,a,1
4246,a,0
4270,a,1
4276,a,0
4300,right,0
4306,a,1
4312,a,0
4328,a,1
4334,a,0
4350,a,1
4356,a,0
4372,a,1
4378,a,0
4394,a,1
4400,a,0
4416,a,1
4422,a,0
4438,a,1
4444,a,0
4456,right,1
4480,a,1
4486,a,0
4510,a,1
4516,a,0
4540,a,1
4546,a,0
4570,a,1
4576,a,0
4600,a,1
4606,a,0
4630,a,1
4636,a,0
4660,right,0
4666,a,1
4672,a,0
4688,a,1
4694,a,0
4710,a,1
4716,a,0
4732,a,1
4738,a,0
4754,a,1
4760,a,0
4776,a,1
4782,a,0
4798,a,1
4804,a,0
4816,right,1
4840,a,1
4846,a,0
4870,a,1
4876,a,0
4900,a,1
4906,a,0
4930,a,1
4936,a,0
4960,a,1
4966,a,0
4990,a,1
4996,a,0
5020,right,0
5026,a,1
5032,a,0
5048,a,1
5054,a,0
5070,a,1
5076,a,0
5092,a,1
5098,a,0
5114,a,1
5120,a,0
5136,a,1
5142,a,0
5158,a,1
5164,a,0
5176,right,1
5200,a,1
5206,a,0
5230,a,1
5236,a,0
5260,a,1
5266,a,0
5290,a,1
5296,a,0
5320,a,1
5326,a,0
5350,a,1
5356,a,0
5380,right,0
5386,a,1
5392,a,0
5408,a,1
5414,a,0
5430,a,1
5436,a,0
5452,a,1
5458,a,0
5474,a,1
5480,a,0
5496,a,1
5502,a,0
5518,a,1
5524,a,0
5536,right,1
5560,a,1
5566,a,0
5590,a,1
5596,a,0
5620,a,1
5626,a,0
5650,a,1
5656,a,0
5680,a,1
5686,a,0
5710,a,1
5716,a,0
5740,right,0
5746,a,1
5752,a,0
5768,a,1
5774,a,0
5790,a,1
5796,a,0
5812,a,1
5818,a,0
5834,a,1
5840,a,0
5856,a,1
5862,a,0
5878,a,1
5884,a,0
5896,right,1
5920,a,1
5926,a,0
5950,a,1
5956,a,0
5980,a,1
5986,a,0
6010,a,1
6016,a,0
6040,a,1
6046,a,0
6070,a,1
6076,a,0
6100,right,0
6106,a,1
6112,a,0
6128,a,1
6134,a,0
6150,a,1
6156,a,0
6172,a,1
6178,a,0
6194,a,1
6200,a,0
6216,a,1
6222,a,0
6238,a,1
6244,a,0
6256,right,1
6280,a,1
6286,a,0
6310,a,1
6316,a,0
6340,a,1
6346,a,0
6370,a,1
6376,a,0
6400,a,1
6406,a,0
6430,a,1
6436,a,0
6460,right,0
6466,a,1
6472,a,0
6488,a,1
6494,a,0
6510,a,1
6516,a,0
6532,a,1
6538,a,0
6554,a,1
6560,a,0
6576,a,1
6582,a,0
6598,a,1
6604,a,0
6616,right,1
6640,a,1
6646,a,0
6670,a,1
6676,a,0
6700,a,1
6706,a,0
6730,a,1
6736,a,0
6760,a,1
6766,a,0
6790,a,1
6796,a,0
6820,right,0
6826,a,1
6832,a,0
6848,a,1
6854,a,0
6870,a,1
6876,a,0
6892,a,1
6898,a,0
6914,a,1
6920,a,0
6936,a,1
6942,a,0
6958,a,1
6964,a,0
6976,right,1
7000,a,1
7006,a,0
7030,a,1
7036,a,0
7060,a,1
7066,a,0
7090,a,1
7096,a,0
7120,a,1
7126,a,0
7150,a,1
7156,a,0
7180,right,0
7186,a,1
7192,a,0
7208,a,1
7214,a,0
7230,a,1
7236,a,0
7252,a,1
7258,a,0
7274,a,1
7280,a,0
7296,a,1
7302,a,0
7318,a,1
7324,a,0
7336,right,1
7360,a,1
7366,a,0
7390,a,1
7396,a,0
7420,a,1
7426,a,0
7450,a,1
7456,a,0
7480,a,1
7486,a,0
7510,a,1
7516,a,0
7540,right,0
7546,a,1
7552,a,0
7568,a,1
7574,a,0
7590,a,1
7596,a,0
7612,a,1
7618,a,0
7634,a,1
7640,a,0
7656,a,1
7662,a,0
7678,a,1
7684,a,0
7696,right,1
7720,a,1
7726,a,0
7750,a,1
7756,a,0
7780,a,1
7786,a,0
7810,a,1
7816,a,0
7840,a,1
7846,a,0
7870,a,1
7876,a,0
7900,right,0
7906,a,1
7912,a,0
7928,a,1
7934,a,0
7950,a,1
7956,a,0
7972,a,1
7978,a,0
7994,a,1
8000,a,0
8016,a,1
8022,a,0
8038,a,1
8044,a,0
8056,right,1
8080,a,1
8086,a,0
8110,a,1
8116,a,0
8140,a,1
8146,a,0
8170,a,1
8176,a,0
8200,a,1
8206,a,0
8230,a,1
8236,a,0
8260,right,0
8266,a,1
8272,a,0
8288,a,1
8294,a,0
8310,a,1
8316,a,0
8332,a,1
8338,a,0
8354,a,1
8360,a,0
8376,a,1
8382,a,0
8398,a,1
8404,a,0
8416,right,1
8440,a,1
8446,a,0
8470,a,1
8476,a,0
8500,a,1
8506,a,0
8530,a,1
8536,a,0
8560,a,1
8566,a,0
